client_id,first_name,last_name,date_of_birth,phone,email,first_purchase,address_city,address_street,address_localite,address_postcode,address_canton
b4-8878078q,Roland,Crevoisier,1967-10-22,+41 49 270 90 32,rolandcrevoisier135@gmail.com,2023-11-26,Zürich,Riedackerstrasse 7a,Zürich,8051,ZH
z7-6238051O,Liliane,Chopard,1965-01-25,043 681 23 72,l_chopard@gmail.com,2023-11-26,Kreuzlingen,Stählistrasse 15,Kreuzlingen,8280,TG
K9-6704852N,Sébastien,Chaudet,1998-04-03,079 179 60 83,s_chaudet38@sunrise.ch,2023-11-26,Pfäffikon ZH,Schönbüelstrasse 35,Pfäffikon ZH,8330,ZH
K9-9291751b,Matteo,Candaux,1954-06-18,+41 (0)96 113 37 23,mcandaux517@bluewin.ch,2023-11-26,Willisau,,Willisau,6130,LU
A6-8892140t,Paul,Marti,2003-05-03,024 851 67 74,paul.marti275@hotmail.fr,2023-11-26,Estavayer,Route d'Yverdon 86,Estavayer-le-Lac,1470,FR
I3-1257278y,Nicole,Evéquoz,1938-04-03,+41 95 050 64 63,nicoleevequoz144@bluewin.ch,2023-11-26,Adligenswil,Gämpi 30,Adligenswil,6043,LU
c0-0317848g,Catherine,de Dardel,1966-07-04,+41 (0)94 272 24 73,c.de dardel461@sunrise.ch,2023-11-26,La Tour-de-Peilz,Route de Sichoz 61,La Tour-de-Peilz,1814,VD
p6-5868938p,Christiane,Carron,1948-05-30,+41 (0)55 315 85 99,christiane.carron@hotmail.fr,2023-11-26,Luzern,Oberrebstock 11,Luzern,6006,LU
K3-9316628P,Raymond,Alber,1945-12-06,+41 57 186 09 60,r.alber@yahoo.fr,2023-11-26,Küssnacht,Artherstrasse 25,Immensee,6405,SZ
p9-8909488Q,Jacques,Müller,1961-11-04,070 619 73 65,jmuller598@vtxnet.ch,2023-11-26,Massagno,Via San Gottardo 51,Massagno,6900,TI
J4-7315367z,Roland,Paschoud,1982-02-18,+41 (0)25 593 23 75,rolandpaschoud425@vtxnet.ch,2023-11-26,Saxon,Route du Village 43,Saxon,1907,VS
y4-2423285X,Romain,Carraux,1939-05-26,+41 (0)68 192 01 60,r_carraux350@bluewin.ch,2023-11-26,Schmerikon,Kreuzgasse 14,Schmerikon,8716,SG
R3-8541785z,Alice,Vienne,1978-09-04,+41 99 821 55 22,a_vienne@yahoo.fr,2023-11-26,Arth,Rigiweg 28,Arth,6415,SZ
g6-3799197U,Sébastien,Brahier,1962-10-03,+41 (0)46 580 45 57,sebastienbrahier@romandie.com,2023-11-27,Le Grand-Saconnex,L'Ancienne-Route 22,Le Grand-Saconnex,1218,GE
O2-0854746d,Madeleine,Comman,2001-09-27,+41 57 527 63 73,madeleine.comman442@gmail.com,2023-11-27,Worb,Wydenstrasse 17,Worb,3076,BE
J3-6626301A,Alicia,Saudan,2000-11-02,+41 (0)83 610 87 13,alicia.saudan@yahoo.fr,2023-11-27,Romont FR,La Vignetta 17a,Romont FR,1680,FR
j1-3456304l,Nathan,Beuret,1959-01-07,+41 (0)35 085 98 40,n.beuret@yahoo.fr,2023-11-27,Zürich,Freiensteinstrasse 7,Zürich,8032,ZH
Q2-6501090j,Bernard,Broquet,1948-10-14,+41 81 979 93 22,b_broquet33@yahoo.fr,2023-11-27,Vionnaz,Chemin des Vergers 2,Vionnaz,1895,VS
C0-865298S,Roland,Muriset,1951-07-21,041 722 90 48,roland_muriset@gmail.com,2023-11-27,Untersiggenthal,Lierenstrasse 8.2,Untersiggenthal,5417,AG
z3-397961U,Bruno,Vermeil,1990-04-19,+41 50 307 31 46,b_vermeil323@vtxnet.ch,2023-11-27,Worb,Mühlestrasse 9a,Worb,3076,BE
c6-2421164X,Marcel,Barillon,1935-09-22,+41 27 714 34 78,marcelbarillon991@bluewin.ch,2023-11-27,Quarten,Dorfstrasse 9,Quarten,8883,SG
l7-4524808b,Ana,Chapuis,1945-02-22,+41 (0)55 082 01 53,a.chapuis812@sunrise.ch,2023-11-27,Reinach BL,Pfeffingerstrasse 5a,Reinach BL,4153,BL
V3-0723642W,Marcel,Menthonnex,1998-07-22,+41 93 694 12 46,marcel.menthonnex290@sunrise.ch,2023-11-27,Gaiserwald,Schwendistrasse 16,Engelburg,9032,SG
b0-3869802q,Sandra,Duroux,1950-09-10,+41 45 255 68 82,sduroux858@gmail.com,2023-11-27,Riehen,Moosweg 25,Riehen,4125,BS
e8-2681504H,José,Monnet,1971-11-18,+41 (0)74 547 29 54,j_monnet372@bluewin.ch,2023-11-27,Bern,Gotthardweg 1,Bern,3008,BE
C4-7798101x,Frédéric,Peitrequin,1942-10-27,+41 54 099 59 03,fredericpeitrequin@yahoo.fr,2023-11-27,Männedorf,Alte Landstrasse 291,Männedorf,8708,ZH
V8-4991006b,Lucas,Muriset,1937-10-19,+41 (0)92 785 08 44,lucas.muriset@hispeed.ch,2023-11-27,Bargen SH,Steigstrasse 12.3,Bargen SH,8233,SH
p5-858348o,Michel,Duvanel,1988-07-20,+41 (0)95 956 05 21,michelduvanel247@sunrise.ch,2023-11-27,Wohlen b. Bern,Mühletal 21,Wohlen b. Bern,3033,BE
X2-5305433R,Elisabeth,Duroux,1988-11-16,063 815 53 19,eduroux457@sunrise.ch,2023-11-27,Fischbach-Göslikon,Schweielstrasse 8,Fischbach-Göslikon,5525,AG
C9-686779F,René,Crevoisier,1988-05-06,+41 (0)78 576 10 83,rene.crevoisier833@romandie.com,2023-11-27,Zürich,Hegibachstrasse 48a,Zürich,8032,ZH
Z6-3904018V,Antonio,Curdy,1988-05-31,+41 (0)30 105 42 93,a_curdy@gmail.com,2023-11-27,Rorschach,Washingtonstrasse 27a.3,Rorschach,9400,SG
g9-5909948U,Vincent,Menthonnex,1942-04-05,+41 76 843 24 83,vmenthonnex428@hotmail.fr,2023-11-27,Val-de-Ruz,Grand'Rue 23d,Chézard-St-Martin,2054,NE
Z2-5476643X,Frédéric,Romanens,1992-09-18,+41 (0)71 913 54 79,frederic_romanens304@hispeed.ch,2023-11-27,Bioggio,,Bioggio,6934,TI
e4-5528447b,Marcel,Candaux,1999-07-13,+41 79 116 80 91,marcel_candaux@sunrise.ch,2023-11-27,Uetikon am See,Oergelackerstrasse 3a,Uetikon am See,8707,ZH
u0-3495820t,Antonio,Corpataux,1958-03-31,+41 (0)48 757 26 36,acorpataux@vtxnet.ch,2023-11-27,Uster,Blindenholzstrasse 2,Uster,8610,ZH
L1-1849499Y,Paul,Pellet,1939-09-15,+41 (0)62 143 06 89,p_pellet@hotmail.fr,2023-11-27,Montreux,Sentier du Télégraphe 1.1,Montreux,1820,VD
S7-0959645A,Luca,Delèze,1976-02-21,+41 44 946 65 27,l_deleze597@vtxnet.ch,2023-11-27,Courtételle,Rue du Vieux-Moulin 43a,Courtételle,2852,JU
b0-0605868O,Christine,Beuret,1944-01-08,+41 (0)81 433 48 89,christine.beuret168@gmail.com,2023-11-27,Fribourg,Impasse des Dentellières 3,Fribourg,1700,FR
Z8-3139971a,Christiane,Rosselat,1989-06-14,048 517 66 77,c.rosselat@hispeed.ch,2023-11-27,Zofingen,Bärenhubelstrasse 17.1,Zofingen,4800,AG
t6-3505268j,Jean,Grosjean,1990-03-08,071 122 25 21,jean.grosjean@vtxnet.ch,2023-11-28,Lutry,Chemin de Burquenet 27,Lutry,1095,VD
Y7-5506108c,David,Wicht,1943-11-16,+41 (0)93 534 88 28,davidwicht272@romandie.com,2023-11-28,Fribourg,Kleinschönberg 72,Fribourg,1700,FR
C1-3947309h,Françoise,Mayor,1981-11-06,+41 (0)97 911 22 32,fmayor@gmail.com,2023-11-28,Worben,Seeland-Heim 54a,Worben,3252,BE
P3-1656748D,Nicole,Duroux,1949-11-10,054 302 56 25,n_duroux164@gmail.com,2023-11-28,Boudry,Route des Addoz 12a,Boudry,2017,NE
L7-0704904d,Emilie,Théraulaz,1947-06-13,+41 85 042 51 06,e_theraulaz@romandie.com,2023-11-28,Bern,Scheuermattweg 21,Bern,3007,BE
t7-5367442l,Marie,Uldry,2000-03-12,039 257 32 37,muldry@hispeed.ch,2023-11-28,Thal,Bruechlistrasse 7a.1,Thal,9425,SG
u6-8715780N,Chantal,Evéquoz,1972-08-05,+41 20 796 54 59,chantal_evequoz847@yahoo.fr,2023-11-28,Trub,Vorder Seltenbach 72,Trub,3556,BE
R3-5898473D,Pierre,Bonvini,1954-05-27,+41 75 351 98 97,pbonvini@gmail.com,2023-11-28,Winkel,Bützenstrasse 3,Winkel,8185,ZH
j2-0963823j,Georges,Mottet,1941-08-21,+41 (0)21 445 16 19,gmottet@yahoo.fr,2023-11-28,Biel/Bienne,Beaumontweg / Chemin de Beaumont 24a,Biel/Bienne,2502,BE
H8-0467998x,Monique,Rossellat,1976-04-13,+41 (0)39 388 59 38,monique_rossellat@hispeed.ch,2023-11-28,Penthalaz,Route de la Gare 17,Penthalaz,1305,VD
A2-4604810j,Marguerite,Paschoud,1993-06-08,036 204 62 90,margueritepaschoud356@romandie.com,2023-11-28,Düdingen,Allenlüften 2,Düdingen,3186,FR
O9-3193919h,Jacqueline,Rosselat,1947-05-10,+41 (0)33 587 30 01,j.rosselat@gmail.com,2023-11-28,Zuzwil SG,Rebenstrasse 2,Zuzwil SG,9524,SG
D9-5297968R,Christophe,Rey,1936-08-25,+41 95 398 16 87,c_rey103@hispeed.ch,2023-11-28,Bätterkinden,Solothurnstrasse 39d,Bätterkinden,3315,BE
y0-8904926L,Robert,Martin,1992-01-21,+41 (0)79 842 53 06,robert.martin154@hispeed.ch,2023-11-28,Châtel-Saint-Denis,Route des Rosalys 499,Les Paccots,1619,FR
P3-7033504i,Roland,Rappaz,1982-04-13,+41 (0)78 583 24 05,rolandrappaz476@hotmail.fr,2023-11-28,Inwil,Unter Pfaffwil 14b,Inwil,6034,LU
k3-3556799J,Nicolas,Cosendey,1991-06-14,+41 87 509 87 18,n_cosendey@bluewin.ch,2023-11-28,Frutigen,Käsereigässli 2,Frutigen,3714,BE
p7-8579105t,Christine,Cosandey,1998-10-21,+41 (0)72 243 48 53,christine_cosandey@yahoo.fr,2023-11-28,Nidau,Martiweg 23,Nidau,2560,BE
a7-799813c,Céline,Berberat,1936-01-04,043 173 91 89,celine.berberat@yahoo.fr,2023-11-28,Ennetbaden,Rebbergstrasse 72b,Ennetbaden,5408,AG
E7-692505W,Valérie,Besençon,1936-06-17,+41 (0)89 561 73 72,valerie.besencon133@vtxnet.ch,2023-11-28,Flurlingen,Gründenstrasse 43.3,Flurlingen,8247,ZH
r7-829885L,Jacqueline,Théraulaz,1961-08-04,+41 (0)55 952 78 36,jacqueline_theraulaz556@bluewin.ch,2023-11-28,Oberkulm,Schrägweg 30,Oberkulm,5727,AG
C9-6767197f,Françoise,Chevalley,1954-03-01,045 060 06 91,f.chevalley407@romandie.com,2023-11-28,Kriens,Primelweg 15,Kriens,6010,LU
w7-4056438V,Jean,Cornut,1934-06-13,053 255 61 88,jeancornut950@hotmail.fr,2023-11-28,Lugano,Via Carolina Maraini-Sommaruga 24,Lugano,6900,TI
h0-5619538P,Gabriel,Rapraz,1980-04-10,+41 (0)56 459 32 10,g.rapraz@hotmail.fr,2023-11-28,Basse-Allaine,Lai Voiranne 1,Montignez,2924,JU
c3-530991N,Paul,Monnet,1952-10-21,030 530 76 10,paul_monnet398@hispeed.ch,2023-11-28,Le Mont-sur-Lausanne,Chemin du Chalet 17a.1,Le Mont-sur-Lausanne,1052,VD
d6-4389714S,Ethan,Brandt,1992-04-06,+41 (0)30 460 37 31,ethan_brandt902@vtxnet.ch,2023-11-28,Bremgarten AG,Birkenweg 5,Bremgarten AG,5620,AG
q7-418639W,Luca,Pachoud,1972-06-26,051 102 46 58,l_pachoud914@hotmail.fr,2023-11-28,Paudex,Route du Lac 4,Paudex,1094,VD
v2-0153662Y,Patricia,Martin,1957-08-09,+41 (0)73 405 10 52,pmartin830@romandie.com,2023-11-28,Uttigen,Auweg 41a,Uttigen,3628,BE
G9-2015248L,Jean-Pierre,Maire,1942-03-08,037 667 31 90,jmaire677@yahoo.fr,2023-11-29,Genève,Rue de Rive 12,Genève,1204,GE
O8-9058026r,Bruno,Cossy,1977-07-15,+41 (0)29 049 21 38,brunocossy319@romandie.com,2023-11-29,Weiach,Riemlistrasse 40,Weiach,8187,ZH
Q8-569331H,Fabienne,Wicht,1994-06-27,+41 (0)55 424 18 49,f.wicht859@sunrise.ch,2023-11-29,Aadorf,Morgentalstrasse 4,Aadorf,8355,TG
l9-7271376p,Françoise,Duvanel,1983-03-25,+41 (0)51 282 78 44,f_duvanel@vtxnet.ch,2023-11-29,Bern,Tiefenaustrasse 40,Bern,3012,BE
k3-3431923H,Jacques,Badan,1963-04-25,+41 87 465 48 63,jbadan494@sunrise.ch,2023-11-29,Lyss,Gantrischweg 22a,Lyss,3250,BE
w3-383474x,Bernard,Boichat,1937-10-26,+41 66 781 34 75,bernard_boichat842@yahoo.fr,2023-11-29,Ebikon,Riedholzstrasse 11,Ebikon,6030,LU
H0-2993505b,Lara,Matile,1939-08-30,+41 (0)59 062 96 70,l_matile445@sunrise.ch,2023-11-29,Brugg,Habsburgerstrasse 47,Brugg AG,5200,AG
o5-6942069a,Patricia,Piccand,1982-09-29,070 154 51 31,patricia_piccand@sunrise.ch,2023-11-29,Lausanne,Avenue des Bains 38b,Lausanne,1007,VD
x7-5988792q,Albert,Müller,1950-07-12,+41 (0)51 097 24 61,albert.muller920@hispeed.ch,2023-11-29,Mels,Bahnweg 51,Mels,8887,SG
T6-8795679O,Marcel,Bourquard,1958-05-23,+41 55 791 73 27,marcelbourquard63@vtxnet.ch,2023-11-29,Saxon,Avenue de la Jonction 1,Saxon,1907,VS
q9-6221281x,Marguerite,Paccot,1976-09-27,026 639 21 27,marguerite.paccot780@bluewin.ch,2023-11-29,Belp,Grubenstrasse 7,Belp,3123,BE
R9-9389993w,Paul,Wicht,1941-11-14,+41 77 291 28 65,p.wicht198@romandie.com,2023-11-29,Thônex,Chemin du Bois-Des-ARTS 81,Thônex,1226,GE
z6-0558588Y,Caroline,Candaux,1956-10-07,063 828 81 09,c.candaux2@sunrise.ch,2023-11-29,Riehen,Schlossgasse 48,Riehen,4125,BS
H4-9579432c,David,Bouvier,1956-06-19,+41 (0)74 815 48 97,david_bouvier@vtxnet.ch,2023-11-29,Bülach,Im Feld 16,Bülach,8180,ZH
m1-602713G,Madeleine,Martin,1937-10-11,020 768 70 93,mmartin@yahoo.fr,2023-11-29,Chiasso,Via R. Simen 15,Chiasso,6830,TI
d0-8882745j,Nolan,Candaux,1978-05-11,+41 61 899 44 35,ncandaux795@gmail.com,2023-11-29,Zürich,Albisstrasse 173,Zürich,8038,ZH
u5-9086369D,Sandra,Jacot-Guillarmod,1981-04-19,+41 99 868 25 25,sandrajacot-guillarmod876@bluewin.ch,2023-11-29,Küsnacht ZH,Felseneggstrasse 1,Küsnacht ZH,8700,ZH
s1-2771581F,Georges,Sandoz,1952-02-05,072 180 98 02,g_sandoz601@hispeed.ch,2023-11-29,Maienfeld,Rossrietweg 3.3,Maienfeld,7304,GR
v4-8018392b,Guillaume,Bourquard,1956-11-21,+41 61 122 71 88,guillaumebourquard262@vtxnet.ch,2023-11-29,Sonceboz-Sombeval,Rue du Collège 11g,Sonceboz-Sombeval,2605,BE
P5-6107828T,Monique,Charpié,1941-10-18,054 380 35 69,m_charpie381@hotmail.fr,2023-11-29,Aadorf,Wängistrasse 31.1,Aadorf,8355,TG
P5-1241201B,Bruno,Candaux,2001-03-15,+41 65 167 07 74,bruno.candaux910@hotmail.fr,2023-11-29,Binningen,Bruderholzrain 54,Binningen,4102,BL
b1-2831675W,Guillaume,Comman,1938-02-04,027 114 22 17,guillaume_comman137@yahoo.fr,2023-11-29,Savosa,,Savosa,6942,TI
N1-6019997z,Daniel,Beurret,2000-11-23,+41 (0)39 827 99 91,dbeurret@bluewin.ch,2023-11-29,Wynau,Burgerweg 4,Wynau,4923,BE
J4-7009644t,Marie,Comte,1937-07-20,+41 30 295 46 86,m_comte@hispeed.ch,2023-11-29,Horw,Kantonsstrasse 162.1,Horw,6048,LU
f0-079192I,Suzanne,Aebi,1961-06-16,+41 (0)72 520 93 42,suzanneaebi@sunrise.ch,2023-11-29,Carouge GE,Rue VAUTIER 35,Carouge GE,1227,GE
J2-9414480v,Claudine,Chaudet,1961-08-26,+41 (0)56 020 93 09,c_chaudet829@romandie.com,2023-11-29,Zug,Chamerstrasse 89,Zug,6300,ZG
s7-6365192N,Loïc,Délèze,1969-01-25,+41 31 253 19 71,loic.deleze719@gmail.com,2023-11-30,Fislisbach,Moosäckerstrasse 4,Fislisbach,5442,AG
u1-1649028I,Alexandre,Jacot-Guillarmod,1982-08-31,+41 (0)99 830 00 83,ajacot-guillarmod@bluewin.ch,2023-11-30,Bellinzona,Via Scalascia 7b,Bellinzona,6503,TI
c9-4593938D,Lucie,Brahier,1946-04-02,+41 79 805 90 10,lucie.brahier@hotmail.fr,2023-11-30,Baden,Oberer Ziegelhau 11.2,Baden,5400,AG
b4-2453233V,Suzanne,Monney,1959-07-25,+41 32 692 37 83,smonney@sunrise.ch,2023-11-30,Zürich,Jakob-Peter-Weg 35,Zürich,8055,ZH
H2-9137187n,Matteo,Gillièron,1936-02-18,+41 (0)87 459 91 38,mgillieron@romandie.com,2023-11-30,Rheinau,Alberstrasse 10c,Rheinau,8462,ZH
f4-3106511U,Thérèse,Quartier,1939-01-25,+41 (0)48 183 28 29,t_quartier@bluewin.ch,2023-11-30,Ebnat-Kappel,Kabisboden 4019,Ebnat-Kappel,9642,SG
V3-7434194h,Mathieu,Pellet,1962-05-06,029 791 22 68,mpellet@hispeed.ch,2023-11-30,Suhr,Birkenweg 7.1,Suhr,5034,AG
E3-0917590e,Christophe,Comman,1979-11-30,+41 92 390 89 51,c_comman@gmail.com,2023-11-30,Ostermundigen,Bernstrasse 85,Ostermundigen,3072,BE
S7-9543428i,Suzanne,Candaux,1938-03-03,+41 (0)38 442 70 05,s_candaux760@romandie.com,2023-11-30,Ascona,Via Delta 41,Ascona,6612,TI
s7-191134i,Olivier,Vermeil,1951-05-04,+41 20 354 00 66,overmeil617@hispeed.ch,2023-11-30,Landquart,Ganda 11,Landquart,7302,GR
s8-3507189O,Nicolas,Bahon,1943-09-20,+41 (0)20 687 43 40,n.bahon114@hotmail.fr,2023-11-30,Marly,Chemin de Messidor 67,Marly,1723,FR
Q4-0599207g,Françoise,Grosjean,1960-04-23,+41 (0)37 757 48 48,francoise.grosjean@romandie.com,2023-11-30,Aadorf,Wasserfurristrasse 38,Aadorf,8355,TG
K7-7705906E,Suzanne,Gilliéron,1979-05-12,+41 (0)27 880 82 14,suzannegillieron440@hotmail.fr,2023-11-30,Zürich,Bülachstrasse 9a,Zürich,8057,ZH
b7-3223040i,Ethan,Mottiez,1971-12-03,+41 (0)59 239 63 86,ethan.mottiez521@romandie.com,2023-11-30,Dörflingen,Steinackerhof 1,Dörflingen,8239,SH
n4-3085056L,Christiane,Charpié,1964-08-06,+41 80 929 00 33,christianecharpie@yahoo.fr,2023-11-30,Rümlang,Katzenrütistrasse 44,Rümlang,8153,ZH
I3-4093653D,Ana,Carron,1951-11-24,047 233 64 82,ana_carron@gmail.com,2023-11-30,Brig-Glis,Bielastrasse 62,Brig,3900,VS
C0-3291909L,Catherine,Besançon,1987-01-24,024 289 60 78,c.besancon949@sunrise.ch,2023-11-30,Lausanne,Chemin des Pervenches 5,Lausanne,1007,VD
N0-4424072b,Loïc,Meyer,1952-10-22,+41 (0)98 635 66 19,loicmeyer@hispeed.ch,2023-11-30,Küsnacht ZH,Zürichstrasse 99,Küsnacht ZH,8700,ZH
J4-0199065h,Mélanie,Broquet,1944-12-08,+41 (0)77 854 80 93,m_broquet@bluewin.ch,2023-11-30,Meggen,Tellenhofweg 20,Meggen,6045,LU
I2-3169105R,Maxime,Brahier,1986-10-23,+41 (0)79 891 61 52,m_brahier@hotmail.fr,2023-11-30,Arth,Klostermatt 21a,Arth,6415,SZ
m4-2859528n,Léo,Muriset,1956-07-17,+41 (0)36 981 14 34,leo.muriset942@romandie.com,2023-11-30,Eriswil,Gass 24,Eriswil,4952,BE
n6-2067482K,Liliane,Chappuis,1960-01-21,+41 (0)96 482 55 43,liliane_chappuis108@hispeed.ch,2023-11-30,Ardon,Chemin de la Musique 2,Ardon,1957,VS
R2-5729916D,Alain,Comman,1974-07-25,+41 42 923 23 89,alaincomman371@hotmail.fr,2023-11-30,Sachseln,Seehof 3,Sachseln,6072,OW
t9-6934984d,Danielle,Beurret,1950-08-18,063 641 26 60,dbeurret610@vtxnet.ch,2023-11-30,Wädenswil,Seestrasse 36.1,Wädenswil,8820,ZH
T4-1758278g,Alexandre,Gilliéron,1980-09-05,+41 (0)58 279 97 01,alexandregillieron258@hotmail.fr,2023-11-30,Mörschwil,Unterbüel 551.3,Mörschwil,9402,SG
G2-7269529Z,Noah,Marty,1976-02-16,+41 82 518 23 16,noah_marty976@sunrise.ch,2023-11-30,Genève,Chemin Ella-MAILLART 3,Genève,1208,GE
E5-751139D,Jonathan,Müller,1948-05-15,+41 77 552 23 08,j.muller731@bluewin.ch,2023-11-30,Lausanne,Avenue de Montoie 38.1,Lausanne,1007,VD
J1-7501074X,Daniel,Brandt,1981-07-10,+41 (0)92 316 91 65,daniel_brandt924@hotmail.fr,2023-11-30,Wallisellen,Röslistrasse 21a,Wallisellen,8304,ZH
K2-757443O,David,Wicht,1944-05-04,043 556 97 47,david_wicht@vtxnet.ch,2023-12-01,Wolfhalden,Hinterergeten 119,Wolfhalden,9427,AR
V3-5927746g,Suzanne,Mottet,1944-09-30,070 063 55 42,suzannemottet@romandie.com,2023-12-01,Homburg,Hauptstrasse 92,Homburg,8508,TG
L8-2032179F,Raymond,Romanens,1965-03-26,+41 64 021 86 94,rromanens@gmail.com,2023-12-01,Zug,Chamer Fussweg 15.2,Zug,6300,ZG
s9-0633187O,Emilie,Mercier,1965-08-21,+41 78 062 71 61,emilie.mercier@hispeed.ch,2023-12-01,Sierre,Route de la Crête-Blanche 46,Granges VS,3977,VS
c8-8184635K,Patrick,Godet,1956-09-28,042 231 84 44,p_godet@yahoo.fr,2023-12-01,Lugano,Via Pretorio 14,Lugano,6900,TI
p8-848979U,Sylvie,Corpataux,1984-05-14,+41 95 291 72 22,s_corpataux@vtxnet.ch,2023-12-01,Hombrechtikon,Lützelsee 16.1,Hombrechtikon,8634,ZH
R9-9209630B,Georges,Gillièron,1991-01-21,+41 (0)28 429 97 57,g_gillieron576@vtxnet.ch,2023-12-01,Au SG,Zinggenstrasse 7,Au SG,9434,SG
m7-5587898E,Eva,Chopard,2003-08-20,+41 (0)93 323 64 67,echopard380@yahoo.fr,2023-12-01,Baden,Bahnhofstrasse 22,Baden,5400,AG
I6-1185935y,Céline,Rapin,1980-08-01,+41 (0)69 944 81 98,celinerapin110@yahoo.fr,2023-12-01,Matran,Chemin des Dahlias 8a,Matran,1753,FR
h6-1228415B,François,Rossellat,1977-04-03,044 968 61 40,francoisrossellat835@gmail.com,2023-12-01,Gachnang,Obere Rebbergstrasse 6,Gachnang,8547,TG
p8-9753995t,Matteo,Tinguely,1962-09-15,+41 81 916 16 22,m_tinguely95@hispeed.ch,2023-12-01,Collonge-Bellerive,Chemin de Mancy 57,Collonge-Bellerive,1245,GE
f7-1043442f,Alain,Brandt,2001-08-19,+41 70 177 44 15,alainbrandt409@vtxnet.ch,2023-12-01,Luzern,Sandeggstrasse 11.2,Luzern,6015,LU
C3-1387060I,Sandra,Godet,1969-12-02,+41 92 887 33 18,s.godet@hotmail.fr,2023-12-01,Wettingen,Rosenauweg 35,Wettingen,5430,AG
o7-8891500A,Gabriel,Comment,1995-12-03,047 594 49 92,gabriel_comment527@hispeed.ch,2023-12-01,Vernier,Rue du Village 40c,Vernier,1214,GE
R0-8602530C,Luca,Quartier,1997-02-08,+41 57 829 65 46,lucaquartier933@vtxnet.ch,2023-12-01,Thal,Industrie Hegi 2,Thal,9425,SG
P6-3463101E,Corinne,Chatriand,1954-06-25,+41 98 484 02 74,corinne.chatriand@hotmail.fr,2023-12-01,Chancy,Chemin de la Malotte 18.3,Chancy,1284,GE
Y4-9029795f,Emma,Bouvier,2001-08-13,+41 (0)78 480 87 54,emmabouvier@hotmail.fr,2023-12-01,Eschenbach SG,Chappelistrasse 2,Eschenbach SG,8733,SG
k8-7811307l,Danielle,Chatriant,1979-11-01,036 873 28 56,d_chatriant@hispeed.ch,2023-12-01,Zürich,Goetzstrasse 3,Zürich,8006,ZH
f5-5112681g,Charles,Besançon,1988-02-21,023 125 89 52,charles.besancon754@vtxnet.ch,2023-12-01,St. Moritz,Via Rosatsch 10c,St. Moritz,7500,GR
V6-3569383X,Sandra,Rapin,1992-08-20,062 852 17 89,srapin@hotmail.fr,2023-12-01,La Chaux-de-Fonds,Rue du Grenier 37,La Chaux-de-Fonds,2300,NE
M7-9568792P,Christophe,Brahier,1962-01-03,+41 33 146 26 23,c.brahier454@yahoo.fr,2023-12-01,Aire-la-Ville,Route de Verbois 40.41,Aire-la-Ville,1288,GE
K5-4893967g,Stéphanie,Corpataux,1971-07-20,+41 48 988 85 86,stephanie_corpataux390@yahoo.fr,2023-12-01,Sion,Rue Oscar-Bider 28,Sion,1950,VS
F2-0194349G,Sarah,Rey,1956-08-02,051 077 94 81,sarahrey@vtxnet.ch,2023-12-01,Zürich,Agleistrasse 4,Zürich,8046,ZH
I4-6084558D,Marianne,Cattin,1981-11-20,+41 76 593 61 61,marianne.cattin669@hotmail.fr,2023-12-01,Zell LU,Sonnenplatz 1.1,Zell LU,6144,LU
d6-784768k,Marie,Deshusses,1981-09-13,+41 74 728 30 45,marie_deshusses@gmail.com,2023-12-01,Schöfflisdorf,Im Hinterdorf 7,Schöfflisdorf,8165,ZH
I5-4595251S,Stéphane,Chappuis,1940-04-11,+41 (0)83 527 06 17,stephanechappuis@hotmail.fr,2023-12-01,Basel,Tellstrasse 7,Basel,4053,BS
o0-0366396S,Maria,Corpataux,1981-04-06,+41 31 562 26 01,mcorpataux122@hotmail.fr,2023-12-01,Zürich,Regensbergstrasse 238,Zürich,8050,ZH
z1-1042540q,Camille,Badan,1975-10-15,+41 84 773 86 34,camillebadan@gmail.com,2023-12-01,Rothrist,Galliweg 26.1,Rothrist,4852,AG
N4-5242035B,Lisa,Privet,1974-07-28,+41 (0)51 507 71 80,l.privet883@sunrise.ch,2023-12-01,Oensingen,Ravellenweg 20.1,Oensingen,4702,SO
Z6-5597374e,Luca,Matile,1977-10-10,051 569 63 13,l_matile510@bluewin.ch,2023-12-02,Vevey,Rue Gutenberg 20,Vevey,1800,VD
n2-7574597c,Nathan,Musy,1950-08-19,032 636 96 61,n_musy@hotmail.fr,2023-12-02,Bern,Sulgenauweg 36,Bern,3007,BE
h7-1281381g,Danielle,Dubey,1956-05-01,030 527 49 17,d.dubey938@sunrise.ch,2023-12-02,Luzern,Oberseeburghalde 10.2,Luzern,6006,LU
i3-4653602r,Alain,Chevalley,1949-09-04,+41 (0)95 881 37 30,alain_chevalley@bluewin.ch,2023-12-02,Ostermundigen,Oberer Flurweg 18a,Ostermundigen,3072,BE
O4-5125453Y,Samuel,Chenaux,1940-02-21,+41 83 779 87 41,samuel_chenaux858@hotmail.fr,2023-12-02,Murten,Engelhardstrasse 20b,Murten,3280,FR
z0-7813645L,Jean-Pierre,Barbey,1958-12-26,+41 (0)96 439 64 08,j_barbey931@hispeed.ch,2023-12-02,Meyrin,Chemin PERRAULT-De-JOTEMPS 7a.1,Meyrin,1217,GE
x4-9352384C,Stéphanie,Grand,1985-10-10,+41 (0)22 597 51 81,s_grand@sunrise.ch,2023-12-02,Genève,Chemin Marie-DENTIERE 10,Genève,1206,GE
